id,username,created_at,lng,lat,text
1517728250344009728,RaiderRich180,Sat Apr 23 04:53:07 +0000 2022,-117.874032,33.617638,Mooooookie!!! 🔥🔥 #SiempreLA https://t.co/O8I2eMIyBH
1517728255683403776,kurtz_mkurtz,Sat Apr 23 04:53:08 +0000 2022,-116.237907,33.7446325,"@PeterBlack511 Now that would be me, to correct myself."
1517728255763107840,AngelDHarris2,Sat Apr 23 04:53:08 +0000 2022,-115.223125,36.232915,@monicag0321 There's a favorite thing about Canada?
1517728257696796673,SSDufrene54,Sat Apr 23 04:53:09 +0000 2022,-91.0907995,30.4591,"@FUBARPATTY @SabrinaNC9 She’s not been charged, much less convicted of any of these acts."
1517728257658875904,jimb16149,Sat Apr 23 04:53:09 +0000 2022,-117.1668165,33.1387415,This team needs that Tatis swag back bad.
1517728258749616129,codyl25,Sat Apr 23 04:53:09 +0000 2022,-97.2037775,38.348942,The walleye filets bout to be real!!!
1517728259114479616,tyraashanti,Sat Apr 23 04:53:09 +0000 2022,-76.50780850000001,37.090301,Upgraded consciousness 🤌🏽🧡
1517728260494401536,Hoppertunity918,Sat Apr 23 04:53:09 +0000 2022,-96.33308099999999,36.660826,"I’m hope you’re watching tonight, Mook home runs times two #WeNeededIt"
1517728261706452992,ThomasOtterman,Sat Apr 23 04:53:10 +0000 2022,-149.7587945,61.2350425,#365DaysOfHorror Day 108Featuring: The Wind 1986Dir. Nico Mastorakis @kreepazoidkelly @cchouseofhorror… https://t.co/M21yUcM28G
1517728263023390720,lindasue0818,Sat Apr 23 04:53:10 +0000 2022,-122.113371,37.697062,@elonmusk Aren't you a father? You have a unique opportunity to reach &amp; teach children how not to be a bully and y… https://t.co/DQ7IBbkgtE
1517728265464598528,jimgoode95,Sat Apr 23 04:53:11 +0000 2022,-95.50955350000001,30.4284055,The reason this guy is a predator.   Lol.  I do everything  my little man says.  He owns me.  Daddy's little man ca… https://t.co/KRYZwBgnKL
1517728271307350016,JBruno81,Sat Apr 23 04:53:12 +0000 2022,-74.066663,40.7180015,I’m still up
1517728272301182976,regallyjay,Sat Apr 23 04:53:12 +0000 2022,-117.96853999999999,33.769045,Fresh water or salt 🥰
1517728273463185410,e_ryanjohnson,Sat Apr 23 04:53:13 +0000 2022,-95.91364200000001,36.1093915,"""Just a Lil Bit of Love"" (live) - at the Fur Shop 4/20/2022 https://t.co/7iNhAtFpva"
1517728275501441026,TheePaintVato,Sat Apr 23 04:53:13 +0000 2022,-118.5032585,34.415631,MOOKIE!!!! #Dodgers
1517728275736547328,Queen_Dreaa_,Sat Apr 23 04:53:13 +0000 2022,-81.371775,28.625735,"@Therealteajah Love that for you , keep pushing 🤞🏼💓"
1517728276889968640,Jnottcole,Sat Apr 23 04:53:13 +0000 2022,-84.433106,33.7671945,Honestly https://t.co/kNkaGDfNem
1517728279284920320,tyreseepps,Sat Apr 23 04:53:14 +0000 2022,-85.0690195,33.580081500000006,call anime weird around me? you only hurting your grandma
1517728280278749184,OmariWarren,Sat Apr 23 04:53:14 +0000 2022,-117.104989,32.810012,If Mookie got his swing back teams are about to get embarrassed lol
1517728280513765376,greg_doucette,Sat Apr 23 04:53:14 +0000 2022,-79.861034,35.1704985,"Did I mention the very first time I ever spoke to this OC, his introduction was ""hi my name is [X], you've probably… https://t.co/Evktu1yCvW"
1517728281419603971,alanlmatthews,Sat Apr 23 04:53:14 +0000 2022,-120.882482,47.273022,Remember in the credits for Super Star Wars there was a guy named Harrison Fong?
1517728282854232064,ms_carole2,Sat Apr 23 04:53:15 +0000 2022,-89.6596895,39.774345999999994,@bobbi_mackay1 Wow on your temp drop! We had a high of 83 today! Pretty darn warm! Same for tomorrow but windy all… https://t.co/VMtfObHi4l
